rep_id,doctor_id,doctor_name,specialty,visit_date,drug_detailed,follow_up,prescription_generated
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0080,Ekani Kari,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0091,Jagat Kata,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0011,Arunima Khosla,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0036,Abeer Narain,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0077,Wridesh Sharma,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0093,Eiravati Rajan,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0139,Ronith Sachdev,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0090,Keya Lal,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0003,Teerth Ben,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0129,Reva Patla,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0180,Onveer Khosla,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0068,Omaja Menon,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0122,Pallavi Parsa,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0025,Gabriel Sheth,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0050,Anvi Merchant,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0196,Adya Mitter,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0182,Kevin Konda,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0152,Joshua Nori,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0142,Chanakya Lalla,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0134,Panini Saraf,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0020,Pavani Baria,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0187,Frederick Vasa,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0146,Jyoti Sane,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0014,Omkaar Grover,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0148,Henry Master,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0117,Gaurav Gara,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0023,Naveen Palla,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0107,Rishi Pandit,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0010,Ekansh Kala,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0135,Advik Ramesh,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0094,Prisha Bajaj,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0061,Dipta Thakkar,Oncologist,2024-06,Oncozin,True,False
REP011,DOC0161,Ayushman Devi,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0062,Benjamin Narain,Oncologist,2024-06,Oncozin,False,True
REP011,DOC0198,Oliver Bose,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0121,Nitesh Sood,Oncologist,2024-06,Oncozin,False,False
REP011,DOC0038,Jatin Sastry,Oncologist,2024-06,Oncozin,True,True
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0094,Prisha Bajaj,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0180,Onveer Khosla,Oncologist,2024-07,Oncozin,True,False
REP011,DOC0107,Rishi Pandit,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0036,Abeer Narain,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0080,Ekani Kari,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0062,Benjamin Narain,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0090,Keya Lal,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0129,Reva Patla,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0048,Arjun Dewan,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0077,Wridesh Sharma,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0091,Jagat Kata,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0198,Oliver Bose,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0122,Pallavi Parsa,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0152,Joshua Nori,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0194,Ranveer Balakrishnan,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0038,Jatin Sastry,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0196,Adya Mitter,Oncologist,2024-07,Oncozin,True,False
REP011,DOC0010,Ekansh Kala,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0003,Teerth Ben,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0023,Naveen Palla,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0148,Henry Master,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0182,Kevin Konda,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0117,Gaurav Gara,Oncologist,2024-07,Oncozin,True,True
REP011,DOC0146,Jyoti Sane,Oncologist,2024-07,Oncozin,False,True
REP011,DOC0134,Panini Saraf,Oncologist,2024-07,Oncozin,True,False
REP011,DOC0064,Elijah Agate,Oncologist,2024-07,Oncozin,False,False
REP011,DOC0050,Anvi Merchant,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0180,Onveer Khosla,Oncologist,2024-08,Oncozin,True,False
REP011,DOC0187,Frederick Vasa,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0020,Pavani Baria,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0080,Ekani Kari,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0010,Ekansh Kala,Oncologist,2024-08,Oncozin,True,True
REP011,DOC0129,Reva Patla,Oncologist,2024-08,Oncozin,True,True
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-08,Oncozin,True,True
REP011,DOC0182,Kevin Konda,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0194,Ranveer Balakrishnan,Oncologist,2024-08,Oncozin,True,False
REP011,DOC0062,Benjamin Narain,Oncologist,2024-08,Oncozin,True,False
REP011,DOC0025,Gabriel Sheth,Oncologist,2024-08,Oncozin,True,False
REP011,DOC0146,Jyoti Sane,Oncologist,2024-08,Oncozin,False,False
REP011,DOC0068,Omaja Menon,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0036,Abeer Narain,Oncologist,2024-08,Oncozin,True,True
REP011,DOC0011,Arunima Khosla,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0152,Joshua Nori,Oncologist,2024-08,Oncozin,False,False
REP011,DOC0198,Oliver Bose,Oncologist,2024-08,Oncozin,False,True
REP011,DOC0182,Kevin Konda,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0094,Prisha Bajaj,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0014,Omkaar Grover,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0048,Arjun Dewan,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0129,Reva Patla,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0091,Jagat Kata,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0152,Joshua Nori,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0011,Arunima Khosla,Oncologist,2024-09,Oncozin,False,False
REP011,DOC0025,Gabriel Sheth,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0135,Advik Ramesh,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0090,Keya Lal,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0187,Frederick Vasa,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0010,Ekansh Kala,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0036,Abeer Narain,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0068,Omaja Menon,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-09,Oncozin,False,False
REP011,DOC0107,Rishi Pandit,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0038,Jatin Sastry,Oncologist,2024-09,Oncozin,False,False
REP011,DOC0194,Ranveer Balakrishnan,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0062,Benjamin Narain,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0077,Wridesh Sharma,Oncologist,2024-09,Oncozin,False,True
REP011,DOC0148,Henry Master,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0121,Nitesh Sood,Oncologist,2024-09,Oncozin,True,False
REP011,DOC0020,Pavani Baria,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0168,Jagrati Hora,Oncologist,2024-09,Oncozin,True,True
REP011,DOC0196,Adya Mitter,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0117,Gaurav Gara,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0094,Prisha Bajaj,Oncologist,2024-10,Oncozin,False,True
REP011,DOC0050,Anvi Merchant,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0023,Naveen Palla,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0129,Reva Patla,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0121,Nitesh Sood,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0003,Teerth Ben,Oncologist,2024-10,Oncozin,False,True
REP011,DOC0107,Rishi Pandit,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0139,Ronith Sachdev,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0025,Gabriel Sheth,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0038,Jatin Sastry,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0062,Benjamin Narain,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0091,Jagat Kata,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0020,Pavani Baria,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0168,Jagrati Hora,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0011,Arunima Khosla,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0080,Ekani Kari,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0194,Ranveer Balakrishnan,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0182,Kevin Konda,Oncologist,2024-10,Oncozin,True,True
REP011,DOC0122,Pallavi Parsa,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0135,Advik Ramesh,Oncologist,2024-10,Oncozin,False,False
REP011,DOC0134,Panini Saraf,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0187,Frederick Vasa,Oncologist,2024-10,Oncozin,False,True
REP011,DOC0152,Joshua Nori,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0068,Omaja Menon,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0180,Onveer Khosla,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0048,Arjun Dewan,Oncologist,2024-10,Oncozin,True,False
REP011,DOC0061,Dipta Thakkar,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0196,Adya Mitter,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0077,Wridesh Sharma,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0121,Nitesh Sood,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0014,Omkaar Grover,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0090,Keya Lal,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0010,Ekansh Kala,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0187,Frederick Vasa,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0122,Pallavi Parsa,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0158,Pooja Choudhury,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0107,Rishi Pandit,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0148,Henry Master,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0068,Omaja Menon,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0091,Jagat Kata,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0168,Jagrati Hora,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0003,Teerth Ben,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0146,Jyoti Sane,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0182,Kevin Konda,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0023,Naveen Palla,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0038,Jatin Sastry,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0180,Onveer Khosla,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0161,Ayushman Devi,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0050,Anvi Merchant,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0198,Oliver Bose,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0117,Gaurav Gara,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0129,Reva Patla,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0094,Prisha Bajaj,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0142,Chanakya Lalla,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0080,Ekani Kari,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0025,Gabriel Sheth,Oncologist,2024-11,Oncozin,True,False
REP011,DOC0036,Abeer Narain,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0048,Arjun Dewan,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0062,Benjamin Narain,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0152,Joshua Nori,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0011,Arunima Khosla,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0139,Ronith Sachdev,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0020,Pavani Baria,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0093,Eiravati Rajan,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0135,Advik Ramesh,Oncologist,2024-11,Oncozin,True,True
REP011,DOC0194,Ranveer Balakrishnan,Oncologist,2024-11,Oncozin,False,False
REP011,DOC0134,Panini Saraf,Oncologist,2024-11,Oncozin,False,True
REP011,DOC0064,Elijah Agate,Oncologist,2024-11,Oncozin,True,False
REP012,DOC0197,Faraj Sachdev,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0027,Omisha Dhar,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0085,Xiti Khanna,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0019,Qadim Ghosh,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0002,Suhani Nath,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0101,Hredhaan Mani,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0047,Mitali Dube,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0124,Ikshita Wadhwa,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0110,Kiaan Rege,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0150,Jai Contractor,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0030,Victor Koshy,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0125,Pavani Jaggi,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0079,Reyansh Bhatia,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0001,Pahal Chowdhury,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0092,Onveer Suresh,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0114,Gaurika Dutt,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0013,Gaurangi Sangha,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0155,Benjamin Verma,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0072,Nirja Sarkar,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0000,Omya Vora,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0039,Qasim Raghavan,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0165,Anya Sharaf,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0013,Gaurangi Sangha,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0063,Aditya Contractor,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0000,Omya Vora,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0096,Karan Ganesan,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0098,Gabriel Mannan,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0125,Pavani Jaggi,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0002,Suhani Nath,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0150,Jai Contractor,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0197,Faraj Sachdev,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0118,Jagvi Borde,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0047,Mitali Dube,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0027,Omisha Dhar,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0044,Nicholas Dhar,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0177,William Bahri,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0124,Ikshita Wadhwa,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0164,Qabil Verma,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0074,Anirudh Aurora,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0114,Gaurika Dutt,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0092,Onveer Suresh,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0060,Anamika Bhat,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0085,Xiti Khanna,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0110,Kiaan Rege,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0072,Nirja Sarkar,Endocrinologist,2024-01,Diabetrol,False,False
REP012,DOC0199,Neel Sodhi,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0184,Vinaya Pradhan,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0030,Victor Koshy,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0155,Benjamin Verma,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0045,Radha Kala,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0101,Hredhaan Mani,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0070,Chatresh Lad,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0181,Watika Dey,Endocrinologist,2024-01,Diabetrol,False,True
REP012,DOC0126,Advay Pai,Endocrinologist,2024-01,Diabetrol,True,False
REP012,DOC0165,Anya Sharaf,Endocrinologist,2024-01,Diabetrol,True,True
REP012,DOC0063,Aditya Contractor,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0165,Anya Sharaf,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0177,William Bahri,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0047,Mitali Dube,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0001,Pahal Chowdhury,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0096,Karan Ganesan,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0184,Vinaya Pradhan,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0197,Faraj Sachdev,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0044,Nicholas Dhar,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0199,Neel Sodhi,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0114,Gaurika Dutt,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0045,Radha Kala,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0125,Pavani Jaggi,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0008,Reyansh Korpal,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0150,Jai Contractor,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0126,Advay Pai,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0098,Gabriel Mannan,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0085,Xiti Khanna,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0002,Suhani Nath,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0192,Bhavini Sabharwal,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0155,Benjamin Verma,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0030,Victor Koshy,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0079,Reyansh Bhatia,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0119,Bimala Arora,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0013,Gaurangi Sangha,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0092,Onveer Suresh,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0070,Chatresh Lad,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0101,Hredhaan Mani,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0019,Qadim Ghosh,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0144,Chakrika Kapur,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0060,Anamika Bhat,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0124,Ikshita Wadhwa,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0039,Qasim Raghavan,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0110,Kiaan Rege,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0118,Jagvi Borde,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0074,Anirudh Aurora,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0027,Omisha Dhar,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0164,Qabil Verma,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0181,Watika Dey,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0000,Omya Vora,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0072,Nirja Sarkar,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0165,Anya Sharaf,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0114,Gaurika Dutt,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0125,Pavani Jaggi,Endocrinologist,2024-03,Diabetrol,True,False
REP012,DOC0019,Qadim Ghosh,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0063,Aditya Contractor,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0177,William Bahri,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0126,Advay Pai,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0184,Vinaya Pradhan,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0030,Victor Koshy,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0044,Nicholas Dhar,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0008,Reyansh Korpal,Endocrinologist,2024-03,Diabetrol,False,True
REP012,DOC0096,Karan Ganesan,Endocrinologist,2024-03,Diabetrol,False,False
REP012,DOC0013,Gaurangi Sangha,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-03,Diabetrol,True,True
REP012,DOC0165,Anya Sharaf,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0060,Anamika Bhat,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0118,Jagvi Borde,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0110,Kiaan Rege,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0098,Gabriel Mannan,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0063,Aditya Contractor,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0155,Benjamin Verma,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0000,Omya Vora,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0047,Mitali Dube,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0124,Ikshita Wadhwa,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0092,Onveer Suresh,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0027,Omisha Dhar,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0013,Gaurangi Sangha,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0184,Vinaya Pradhan,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0044,Nicholas Dhar,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0019,Qadim Ghosh,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0008,Reyansh Korpal,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0002,Suhani Nath,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0192,Bhavini Sabharwal,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0164,Qabil Verma,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0079,Reyansh Bhatia,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0197,Faraj Sachdev,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0074,Anirudh Aurora,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0125,Pavani Jaggi,Endocrinologist,2024-04,Diabetrol,True,False
REP012,DOC0045,Radha Kala,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0101,Hredhaan Mani,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0181,Watika Dey,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0150,Jai Contractor,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0070,Chatresh Lad,Endocrinologist,2024-04,Diabetrol,False,False
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0085,Xiti Khanna,Endocrinologist,2024-04,Diabetrol,True,True
REP012,DOC0126,Advay Pai,Endocrinologist,2024-04,Diabetrol,False,True
REP012,DOC0008,Reyansh Korpal,Endocrinologist,2024-05,Diabetrol,True,True
REP012,DOC0030,Victor Koshy,Endocrinologist,2024-05,Diabetrol,True,True
REP012,DOC0001,Pahal Chowdhury,Endocrinologist,2024-05,Diabetrol,True,True
REP012,DOC0184,Vinaya Pradhan,Endocrinologist,2024-05,Diabetrol,True,True
REP012,DOC0108,Maanav Dhar,Endocrinologist,2024-05,Diabetrol,True,False
REP012,DOC0111,Vrinda Khanna,Endocrinologist,2024-05,Diabetrol,True,True
REP012,DOC0126,Advay Pai,Endocrinologist,2024-05,Diabetrol,False,False
REP012,DOC0119,Bimala Arora,Endocrinologist,2024-05,Diabetrol,False,True
